Timestamp,1. Which age group are you in?,2. What is your gender?,4. How would you describe your style?,3. Where do you live?,"5. Do you prefer Eastern or Western clothing, or both?",6. Pick your wardrobe essentials (Choose all that apply):,7. Who inspires your fashion choices?,8. How often do you buy new clothes?,9. Where do you usually buy clothes?,10. When do you like to shop the most?,11. What do you do when you have a fashion emergency?,12. Do you prefer designer brands for special events? ,"13. If you could choose one store to get unlimited clothes from, which would it be?",14. Has your style changed over age? ,15. Do you find it easy to find clothes that suit both your style and age?,16. Does society expect you to dress differently as you age? ,17. What is your average spending on clothes?,18. How much of your income goes to buying clothes?,"19. On a scale from 1 to 10, how much do you follow seasonal fashion trends?"
,18-24 (The trendsetter years),Female,"Casual (Relaxed, everyday wear)",Punjab (Where the real fashion shows happen!),Eastern (Shalwar Kameez all day),"Shalwar Kameez, Kurtas, Dresses/Skirts, Blazers/Jackets, Abayas, Accessories  (Watches, handbags, jewelry)",Pinterest (It’s a mood board thing),Every 3-6 months (I plan my shopping throughout the year),Local markets (Affordable and convenient),When the seasons change (Updating for summer or winter),Layer my clothes (To cover any issues),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,"PKR 5000-10,000","0-5% (I stick to the basics, just the essentials)",6
,35-44 (Balancing style and wisdom),Female,Fusion (A mix of styles),Islamabad (Stylish and serene),Eastern (Shalwar Kameez all day),"Shalwar Kameez, Kurtas, Jeans, Dresses/Skirts, Blazers/Jackets, Sneakers, Sportswear/Gym Wear, Caps/Hats, Baggy shirts with cargo pants, Polo shirt, Accessories  (Watches, handbags, jewelry), Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)","Pakistani Dramas (Because RUBAB and ADEEL slayed on Kabhi Tum Kabhi Mein), Friends and family",Every 3-6 months (I plan my shopping throughout the year),Local markets (Affordable and convenient),"Eid!  (For festive outfits), When the seasons change (Updating for summer or winter)",Borrow something from a friend (When I need help),,Thrift stores (A treasure hunt every time),,"No, I struggle to find what I like",,"PKR 5000-10,000",11-20% (Occasional updates to my wardrobe),10
,18-24 (The trendsetter years),Male,Classic (Timeless and elegant),Punjab (Where the real fashion shows happen!),Eastern (Shalwar Kameez all day),"Jeans, Blazers/Jackets, Sneakers, Accessories  (Watches, handbags, jewelry)","Instagram (Influencers and hashtags guide me), Friends and family",Every 3-6 months (I plan my shopping throughout the year),Designer stores (Brands like Khaadi or Amir Adnan),Sale season (Taking advantage of discounts),Use safety pins (For quick fixes),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,"Over PKR 10,000",6-10% (I occasionally refresh my wardrobe with new items),7
,25-34 (Class with a dash of fun),Female,Classic (Timeless and elegant),Khyber Pakhtunkhwa (Style from the mountains),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Abayas, Accessories  (Watches, handbags, jewelry)",Friends and family,Every 3-6 months (I plan my shopping throughout the year),"Designer stores (Brands like Khaadi or Amir Adnan), Thrift stores (Landa Bazaar finds are the real gems)",Sale season (Taking advantage of discounts),Use safety pins (For quick fixes),,"Your friends and family closet (Because their stuff is my stuff, and my stuff is definitely my stuff!)",,"Yes, it’s easy for me",,"PKR 5000-10,000",0-5% (Just the essentials),9
,18-24 (The trendsetter years),Male,Trendy (Up-to-date with fashion),Punjab (Where the real fashion shows happen!),Eastern (Shalwar Kameez all day),"Kurtas, Jeans, Blazers/Jackets, Sneakers","Pakistani Dramas (Because RUBAB and ADEEL slayed on Kabhi Tum Kabhi Mein), Instagram (Influencers and hashtags guide me), Pinterest (It’s a mood board thing)",Every 3-6 months (I plan my shopping throughout the year),"Malls (Dolmen, Emporium, etc.)","Sale season (Taking advantage of discounts), When I’m bored (Shopping for fun)",Borrow something from a friend (When I need help),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,PKR 2000-5000,"0-5% (I stick to the basics, just the essentials)",2
,35-44 (Balancing style and wisdom),Female,"Casual (Relaxed, everyday wear)",Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Jeans, Sneakers, Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)","Pakistani Dramas (Because RUBAB and ADEEL slayed on Kabhi Tum Kabhi Mein), Instagram (Influencers and hashtags guide me), Friends and family",Every 3-6 months (I plan my shopping throughout the year),"Designer stores (Brands like Khaadi or Amir Adnan), Malls (Dolmen, Emporium, etc.)",Wedding season (For special occasion shopping),Borrow something from a friend (When I need help),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,Under PKR 2000,6-10% (Occasional updates to my wardrobe),2
,18-24 (The trendsetter years),Female,"Casual (Relaxed, everyday wear)",Khyber Pakhtunkhwa (Style from the mountains),Fusion (A blend of both styles),"Shalwar Kameez, Jeans, Baggy shirts with cargo pants, Accessories  (Watches, handbags, jewelry), Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)",Friends and family,Every month (I enjoy regular shopping),"Designer stores (Brands like Khaadi or Amir Adnan), Malls (Dolmen, Emporium, etc.), Online stores (Daraz, Outfitters, etc)","Eid!  (For festive outfits), Wedding season (For special occasion shopping), When the seasons change (Updating for summer or winter)",I accept my fashion mistakes (I’m comfortable with my style),,Brands (I appreciate quality brands),,"No, I struggle to find what I like",,"Over PKR 10,000",6-10% (Occasional updates to my wardrobe),9
,18-24 (The trendsetter years),Female,"Casual (Relaxed, everyday wear)",Islamabad (Stylish and serene),"Western (Jeans, t-shirts, or modern outfits)","Shalwar Kameez, Kurtas, Abayas, Accessories  (Watches, handbags, jewelry)",Celebrities,Every 3-6 months (I plan my shopping throughout the year),Tailor-made (Clothes made just for you),"Eid!  (For festive outfits), Wedding season (For special occasion shopping), When the seasons change (Updating for summer or winter), Sale season (Taking advantage of discounts), When I’m bored (Shopping for fun)",Borrow something from a friend (When I need help),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,PKR 2000-5000,0-5% (Just the essentials),7
,18-24 (The trendsetter years),Female,Fusion (A mix of styles),Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Jeans",Celebrities,"Rarely (I prefer long-lasting, timeless pieces)","Designer stores (Brands like Khaadi or Amir Adnan), Malls (Dolmen, Emporium, etc.)",Wedding season (For special occasion shopping),Layer my clothes (To cover any issues),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,"PKR 5000-10,000",11-20% (Occasional updates to my wardrobe),6
,18-24 (The trendsetter years),Male,Fusion (A mix of styles),Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Abayas, Accessories  (Watches, handbags, jewelry)",Friends and family,Every month (I enjoy regular shopping),"Designer stores (Brands like Khaadi or Amir Adnan), Online stores (Daraz, Outfitters, etc), Tailor-made (Clothes made just for you), Thrift stores (Landa Bazaar finds are the real gems), Hand-me-downs (Old clothes from family)",Sale season (Taking advantage of discounts),I accept my fashion mistakes (I’m comfortable with my style),,Brands (I appreciate quality brands),,"Sometimes, it can be difficult",,PKR 2000-5000,6-10% (Occasional updates to my wardrobe),9
,Under 18 (Rocking the teen trends),Male,"Casual (Relaxed, everyday wear)",Punjab (Where the real fashion shows happen!),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Abayas, Sneakers, Accessories  (Watches, handbags, jewelry), Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)","Instagram (Influencers and hashtags guide me), Pinterest (It’s a mood board thing)",Only when I have to (When my clothes are worn out),Local markets (Affordable and convenient),Eid!  (For festive outfits),Layer my clothes (To cover any issues),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,PKR 2000-5000,0-5% (Just the essentials),5
,18-24 (The trendsetter years),Female,"Casual (Relaxed, everyday wear), Formal (Dressed up for occasions), Traditional (Cultural and classic)",Other (Overseas),Fusion (A blend of both styles),"Jeans, Blazers/Jackets",Celebrities,Every 3-6 months (I plan my shopping throughout the year),"Designer stores (Brands like Khaadi or Amir Adnan), Malls (Dolmen, Emporium, etc.), Tailor-made (Clothes made just for you)",When I’m bored (Shopping for fun),Layer my clothes (To cover any issues),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,PKR 2000-5000,"21% or more (Fashion is important to me, and I invest significantly in it)",6
,18-24 (The trendsetter years),Female,Classic (Timeless and elegant),Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas",Celebrities,Every 3-6 months (I plan my shopping throughout the year),"Local markets (Affordable and convenient), Designer stores (Brands like Khaadi or Amir Adnan), Malls (Dolmen, Emporium, etc.)","Eid!  (For festive outfits), Wedding season (For special occasion shopping), When the seasons change (Updating for summer or winter), Sale season (Taking advantage of discounts)",I accept my fashion mistakes (I’m comfortable with my style),,Brands (I appreciate quality brands),,"Sometimes, it can be difficult",,"PKR 5000-10,000",11-20% (Occasional updates to my wardrobe),4
,25-34 (Class with a dash of fun),Male,"Casual (Relaxed, everyday wear)",Islamabad (Stylish and serene),Eastern (Shalwar Kameez all day),"Shalwar Kameez, Kurtas, Jeans, Dresses/Skirts, Sneakers, Sportswear/Gym Wear, Caps/Hats, Baggy shirts with cargo pants, Accessories  (Watches, handbags, jewelry), Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)",Friends and family,Every 3-6 months (I plan my shopping throughout the year),"Designer stores (Brands like Khaadi or Amir Adnan), Online stores (Daraz, Outfitters, etc)",Sale season (Taking advantage of discounts),Use safety pins (For quick fixes),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,"Over PKR 10,000",11-20% (I like to keep my wardrobe updated with fashion trends),1
,25-34 (Class with a dash of fun),Male,Fusion (A mix of styles),Punjab (Where the real fashion shows happen!),Fusion (A blend of both styles),Kurtas,Friends and family,"Rarely (I prefer long-lasting, timeless pieces)","Designer stores (Brands like Khaadi or Amir Adnan), Tailor-made (Clothes made just for you)",Sale season (Taking advantage of discounts),I accept my fashion mistakes (I’m comfortable with my style),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,"PKR 5000-10,000",11-20% (Occasional updates to my wardrobe),7
,18-24 (The trendsetter years),Female,"Casual (Relaxed, everyday wear)",Punjab (Where the real fashion shows happen!),Fusion (A blend of both styles),Shalwar Kameez,"Pakistani Dramas (Because RUBAB and ADEEL slayed on Kabhi Tum Kabhi Mein), Instagram (Influencers and hashtags guide me), Friends and family, Celebrities",Every 3-6 months (I plan my shopping throughout the year),"Designer stores (Brands like Khaadi or Amir Adnan), Tailor-made (Clothes made just for you)",Eid!  (For festive outfits),I accept my fashion mistakes (I’m comfortable with my style),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,"PKR 5000-10,000",11-20% (Occasional updates to my wardrobe),5
,45-54 (Style with experience),Male,Traditional (Cultural and classic),Punjab (Where the real fashion shows happen!),"Western (Jeans, t-shirts, or modern outfits)","Shalwar Kameez, Jeans, Sportswear/Gym Wear, Polo shirt",Friends and family,Every 3-6 months (I plan my shopping throughout the year),Thrift stores (Landa Bazaar finds are the real gems),When I’m bored (Shopping for fun),Use safety pins (For quick fixes),,Thrift stores (A treasure hunt every time),,"Sometimes, it can be difficult",,"PKR 5000-10,000","0-5% (I stick to the basics, just the essentials)",10
,45-54 (Style with experience),Female,Trendy (Up-to-date with fashion),Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Jeans, Blazers/Jackets, Sneakers, Accessories  (Watches, handbags, jewelry)","Instagram (Influencers and hashtags guide me), Friends and family",Every 3-6 months (I plan my shopping throughout the year),Designer stores (Brands like Khaadi or Amir Adnan),Wedding season (For special occasion shopping),Layer my clothes (To cover any issues),,"Your friends and family closet (Because their stuff is my stuff, and my stuff is definitely my stuff!)",,"Sometimes, it can be difficult",,Under PKR 2000,0-5% (Just the essentials),4
,Under 18 (Rocking the teen trends),Male,"Casual (Relaxed, everyday wear)",Punjab (Where the real fashion shows happen!),Fusion (A blend of both styles),"Jeans, Dresses/Skirts, Baggy shirts with cargo pants, Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)",Instagram (Influencers and hashtags guide me),Only when I have to (When my clothes are worn out),"Designer stores (Brands like Khaadi or Amir Adnan), Malls (Dolmen, Emporium, etc.), Online stores (Daraz, Outfitters, etc), Tailor-made (Clothes made just for you)",When the seasons change (Updating for summer or winter),I accept my fashion mistakes (I’m comfortable with my style),,Brands (I appreciate quality brands),,"Yes, it’s easy for me",,"PKR 5000-10,000 ",6-10% (I occasionally refresh my wardrobe with new items),1
,25-34 (Class with a dash of fun),Female,Classic (Timeless and elegant),Islamabad (Stylish and serene),Fusion (A blend of both styles),"Dresses/Skirts, Abayas, Caps/Hats, Baggy shirts with cargo pants, Casual Wear (Hoodies, cardigans, sweatshirts, trousers, etc.)",Friends and family,Every 3-6 months (I plan my shopping throughout the year),"Designer stores (Brands like Khaadi or Amir Adnan), Online stores (Daraz, Outfitters, etc), Tailor-made (Clothes made just for you)",Sale season (Taking advantage of discounts),Borrow something from a friend (When I need help),,Thrift stores (A treasure hunt every time),,"No, I struggle to find what I like",,"PKR 5000-10,000","0-5% (I stick to the basics, just the essentials)",5
,25-34 (Class with a dash of fun),Female,Classic (Timeless and elegant),Islamabad (Stylish and serene),Fusion (A blend of both styles),"Shalwar Kameez, Kurtas, Jeans, Dresses/Skirts, Blazers/Jackets, Sneakers, Accessories  (Watches, handbags, jewelry)",Instagram (Influencers and hashtags guide me),Every month (I enjoy regular shopping),"Local markets (Affordable and convenient), Designer stores (Brands like Khaadi or Amir Adnan), Malls (Dolmen, Emporium, etc.)",Sale season (Taking advantage of discounts),I accept my fashion mistakes (I’m comfortable with my style),,Brands (I appreciate quality brands),,"Sometimes, it can be difficult",,"PKR 5000-10,000",11-20% (Occasional updates to my wardrobe),10
